S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 00:00,85.6391,0.0058,9.772,9.7778,4.1976,234.4632,,35.5524,45.1312,1.5979
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 01:00,85.7446,0.0052,9.8211,9.8263,4.0724,233.3591,,35.4783,45.0647,1.3028
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 02:00,85.8298,0.0021,9.7127,9.7147,4.0977,230.2198,,35.5278,45.1405,0.5482
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 03:00,85.8099,0.0031,9.6273,9.6304,4.1371,232.9125,,35.6211,45.2329,1.252
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 04:00,85.9373,0.0063,9.4972,9.5035,4.1659,240.9503,,35.6558,45.3039,2.1725
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 05:00,86.3532,0.0042,9.1087,9.1129,4.172,235.5946,,35.781,45.5371,1.5651
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 06:00,86.0354,0.0033,9.4293,9.4326,4.1722,233.1973,,35.6571,45.3331,1.1398
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 07:00,85.8844,0.0026,9.6162,9.6188,4.1298,229.1557,,35.5797,45.211,0.7625
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 08:00,85.7104,0.0042,9.7397,9.7439,4.1502,230.2851,,35.5589,45.1487,0.563
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 09:00,85.3821,0.0038,9.887,9.8908,4.2485,238.9936,,35.5944,45.1148,1.3837
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 10:00,85.4626,0.0093,9.9678,9.9772,4.1511,241.039,,35.4822,45.0082,2.8207
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 11:00,85.3758,0.004,10.1005,10.1046,4.1065,237.0431,,35.4219,44.9212,1.8613
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 12:00,85.1766,0.0032,10.2411,10.2444,4.1612,230.6487,,35.3878,44.8458,1.4482
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 13:00,85.1463,0.0032,10.538,10.5413,3.9131,231.3366,,35.1962,44.6076,0.9144
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 14:00,84.9277,0.0055,10.7159,10.7215,3.915,233.7239,,35.1573,44.5132,0.4787
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 15:00,85.0605,0.0074,10.4496,10.4569,4.0454,242.3615,,35.2995,44.7061,1.5625
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 16:00,85.2502,0.0034,10.375,10.3784,4.0055,243.9849,,35.265,44.7146,2.9451
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 17:00,85.2912,0.0025,10.3584,10.3609,3.9812,234.8068,,35.261,44.7189,2.2562
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 18:00,85.034,0.005,10.4804,10.4854,4.1037,230.261,,35.2558,44.6676,1.6601
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 19:00,85.2835,0.0076,10.2575,10.2652,4.0806,233.7204,,35.3304,44.7996,1.2123
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 20:00,85.2317,0.0066,10.0815,10.0881,4.2552,240.6904,,35.4865,44.9689,1.2282
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 21:00,85.4931,0.0095,10.0565,10.066,4.0786,241.3841,,35.4012,44.9216,2.6539
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 22:00,85.6248,0.015,9.947,9.9621,4.0685,236.3118,,35.4222,44.9741,2.2099
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,01/02/2017 23:00,85.3648,0.0209,10.156,10.1769,4.1168,230.3796,,35.3502,44.8438,2.1595
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 00:00,85.1742,0.0176,10.4404,10.458,4.0264,234.494,,35.2197,44.652,1.6003
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 01:00,85.1923,0.0135,10.5096,10.5231,3.9591,236.5281,,35.1634,44.5914,0.6995
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 02:00,85.2357,0.0106,10.4847,10.4953,3.9214,229.1065,,35.1801,44.6133,0.4152
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 03:00,85.1569,0.0211,10.3924,10.4135,4.0014,238.5454,,35.297,44.7183,2.8611
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 04:00,85.2512,0.0257,10.4371,10.4628,3.912,241.3129,,35.2096,44.6418,3.3928
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 05:00,84.9987,0.0298,10.7335,10.7633,3.8736,239.1563,,35.0773,44.4404,2.3667
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 06:00,85.0015,0.0247,10.8217,10.8464,3.7947,233.7867,,35.0169,44.3703,1.7013
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 07:00,84.9737,0.0206,10.8972,10.9178,3.747,230.8006,,34.9782,44.3187,0.9446
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 08:00,84.8174,0.0208,10.965,10.9858,3.8019,233.9131,,34.995,44.3039,0.6548
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 09:00,84.6686,0.0451,10.8257,10.8708,4.0557,240.7745,,35.1193,44.4242,2.2345
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 10:00,84.6912,0.0393,10.7539,10.7932,4.1508,241.1017,,35.143,44.4704,2.8134
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 11:00,84.8342,0.0374,10.5186,10.5561,4.2424,232.1199,,35.2583,44.6361,1.7161
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 12:00,84.8329,0.0205,10.4835,10.504,4.2761,227.7752,,35.3009,44.6869,1.1451
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 13:00,84.693,0.0135,10.5607,10.5742,4.3463,232.2664,,35.2947,44.6577,0.7752
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 14:00,84.5029,0.0111,10.6126,10.6237,4.4479,236.6735,,35.3327,44.6642,1.3914
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 15:00,84.0843,0.015,11.0567,11.0717,4.416,240.8051,,35.1599,44.3814,2.9136
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 16:00,83.937,0.0059,11.3826,11.3885,4.285,236.7686,,34.9719,44.141,1.6719
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 17:00,83.991,0.0118,11.3236,11.3354,4.2901,227.8408,,34.9894,44.1712,1.2029
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 18:00,83.8277,0.0138,11.4626,11.4765,4.3158,232.7182,,34.9409,44.0863,0.8161
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 19:00,84.4251,0.0126,10.8211,10.8337,4.3658,228.8192,,35.1946,44.4943,0.5283
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 20:00,84.3871,0.0148,10.8168,10.8316,4.3933,228.3614,,35.2124,44.5063,0.4007
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 21:00,85.0033,0.0188,10.4319,10.4507,4.1412,233.49,,35.3057,44.7104,1.6681
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 22:00,84.7569,0.0236,10.8246,10.8481,4.0257,243.4919,,35.0947,44.421,4.5647
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,02/02/2017 23:00,84.9217,0.0109,10.7263,10.7371,3.975,237.4785,,35.1169,44.48,2.5659
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 00:00,84.8369,0.011,10.6444,10.6554,4.1277,232.8118,,35.1998,44.5652,1.8862
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 01:00,84.4152,0.0158,10.936,10.9518,4.2336,233.2186,,35.1314,44.4076,0.9914
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 02:00,84.1412,0.0205,11.2068,11.2273,4.1983,235.6691,,35.0456,44.2467,0.6713
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 03:00,84.301,0.0304,11.2093,11.2397,4.0682,244.5327,,34.9742,44.1932,3.6787
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 04:00,84.4628,0.0193,10.8447,10.864,4.2864,235.452,,35.1671,44.4635,2.2731
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 05:00,84.6413,0.0218,10.6579,10.6797,4.2948,229.83,,35.237,44.5784,1.8096
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 06:00,84.968,0.0202,10.3043,10.3245,4.3187,227.0263,,35.3819,44.8081,1.4613
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 07:00,85.6593,0.0186,9.8269,9.8455,4.1398,230.2131,,35.4908,45.0627,0.702
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 08:00,86.1716,0.0125,9.3951,9.4076,4.0224,234.1305,,35.6585,45.3415,0.4706
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 09:00,86.2785,0.0173,9.4887,9.506,3.8543,242.2407,,35.5484,45.2314,3.1547
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 10:00,86.3944,0.0045,9.4558,9.4603,3.8121,236.0347,,35.5303,45.2401,2.0512
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 11:00,86.1189,0.0041,9.4668,9.4709,4.0503,229.44,,35.6126,45.2892,1.3414
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 12:00,84.5216,0.0023,10.9267,10.929,4.1676,232.7971,,35.1083,44.4037,0.8046
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 13:00,84.3026,0.0137,10.9362,10.9499,4.3257,229.8714,,35.1736,44.4363,0.2954
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 14:00,83.9488,0.0179,10.4453,10.4633,5.0273,239.1092,,35.654,44.9324,1.513
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 15:00,84.053,0.0162,10.1206,10.1368,5.1655,242.3263,,35.8717,45.1974,2.7367
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 16:00,84.5947,0.0104,9.7802,9.7906,5.0728,236.3767,,35.905,45.3527,2.1517
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 17:00,84.6752,0.0082,9.6918,9.6999,5.0685,232.4661,,35.9464,45.4145,1.6784
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 18:00,84.8529,0.0082,9.4385,9.4467,5.1342,233.6947,,36.0667,45.5893,0.9476
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 19:00,84.8471,0.0057,9.5004,9.5061,5.0699,235.1656,,36.0381,45.5484,0.6617
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 20:00,84.6162,0.0099,9.8143,9.8242,5.0485,241.7143,,35.8644,45.3123,2.2882
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 21:00,84.2057,0.0074,10.1999,10.2073,5.0761,235.4579,,35.7279,45.0828,1.6453
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 22:00,84.3602,0.0078,9.9467,9.9545,5.1627,234.4096,,35.8511,45.2558,2.0321
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,03/02/2017 23:00,84.1207,0.006,10.1419,10.1479,5.2016,230.2961,,35.7938,45.1454,1.4708
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 00:00,84.4274,0.0055,9.8479,9.8534,5.1977,234.4708,,35.8973,45.3248,1.0431
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 01:00,84.3212,0.008,10.3465,10.3545,4.824,236.6315,,35.5905,44.9346,1.7852
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 02:00,84.9969,0.0061,10.2432,10.2493,4.3396,236.3514,,35.4346,44.8738,2.6461
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 03:00,84.8234,0.0042,10.3548,10.359,4.3998,231.3864,,35.4133,44.8186,2.5902
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 04:00,84.9465,0.004,10.2665,10.2705,4.3968,229.7897,,35.4249,44.86,1.9184
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 05:00,84.8627,0.0014,10.2929,10.2943,4.459,233.813,,35.4327,44.8565,0.9824
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 06:00,84.9035,0.0005,10.1342,10.1348,4.5467,229.52,,35.5401,44.9873,0.6158
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 07:00,84.668,0.0034,10.2126,10.216,4.6641,237.1414,,35.5702,44.9751,2.4029
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 08:00,84.7816,0.002,10.2106,10.2126,4.5674,236.2035,,35.5329,44.9525,2.0895
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 09:00,84.8108,0.0021,10.2206,10.2226,4.547,237.819,,35.5098,44.9338,2.9207
S-CABGN060-TR08,"CRE 35 Troncal 48""",Pto. de Calidad Paredón T.R.,04/02/2017 10:00,84.8209,0.0004,10.272,10.2724,4.4916,232.9284,,35.473,44.8911,1.9503
